class_name,method_name,cluster
PetClinicApplication,main,cluster-1
BaseEntity,get Id,cluster-5
BaseEntity,is New,cluster-5
BaseEntity,set Id,cluster-5
NamedEntity,get Name,cluster-5
NamedEntity,set Name,cluster-5
NamedEntity,to String,cluster-5
Person,get First Name,cluster-5
Person,get Last Name,cluster-5
Person,set First Name,cluster-5
Person,set Last Name,cluster-5
PetValidator,supports,cluster-0
PetValidator,validate,cluster-0
Visit,get Date,cluster-5
Visit,get Description,cluster-5
Visit,set Date,cluster-5
Visit,set Description,cluster-5
Visit,Visit,cluster-5
VisitController,init New Visit Form,cluster-0
VisitController,load Pet With Visit,cluster-0
VisitController,process New Visit Form,cluster-0
VisitController,set Allowed Fields,cluster-0
VisitController,Visit Controller,cluster-0
CacheConfiguration,cache Configuration,cluster-1
CacheConfiguration,petclinic Cache Configuration Customizer,cluster-1
CrashController,trigger Exception,cluster-1
WelcomeController,welcome,cluster-1
Vet,add Specialty,cluster-2
Vet,get Nr Of Specialties,cluster-2
Vet,get Specialties,cluster-2
Vet,get Specialties Internal,cluster-2
Vet,set Specialties Internal,cluster-2
VetController,add Pagination Model,cluster-0
VetController,find Paginated,cluster-0
VetController,show Resources Vet List,cluster-0
VetController,show Vet List,cluster-0
VetController,Vet Controller,cluster-0
Vets,get Vet List,cluster-1
EntityUtils,get By Id,cluster-1
Owner,add Pet,cluster-3
Owner,add Visit,cluster-3
Owner,get Address,cluster-3
Owner,get City,cluster-3
Owner,get Pet,cluster-3
Owner,get Pet,cluster-3
Owner,get Pet,cluster-3
Owner,get Pets,cluster-3
Owner,get Telephone,cluster-3
Owner,set Address,cluster-3
Owner,set City,cluster-3
Owner,set Telephone,cluster-3
Owner,to String,cluster-3
OwnerController,add Pagination Model,cluster-4
OwnerController,find Owner,cluster-4
OwnerController,find Paginated For Owners Last Name,cluster-4
OwnerController,init Creation Form,cluster-4
OwnerController,init Find Form,cluster-4
OwnerController,init Update Owner Form,cluster-4
OwnerController,Owner Controller,cluster-4
OwnerController,process Creation Form,cluster-4
OwnerController,process Find Form,cluster-4
OwnerController,process Update Owner Form,cluster-4
OwnerController,set Allowed Fields,cluster-4
OwnerController,show Owner,cluster-4
Pet,add Visit,cluster-3
Pet,get Birth Date,cluster-3
Pet,get Type,cluster-3
Pet,get Visits,cluster-3
Pet,set Birth Date,cluster-3
Pet,set Type,cluster-3
PetController,find Owner,cluster-4
PetController,find Pet,cluster-4
PetController,init Creation Form,cluster-4
PetController,init Owner Binder,cluster-4
PetController,init Pet Binder,cluster-4
PetController,init Update Form,cluster-4
PetController,Pet Controller,cluster-4
PetController,populate Pet Types,cluster-4
PetController,process Creation Form,cluster-4
PetController,process Update Form,cluster-4
PetTypeFormatter,parse,cluster-0
PetTypeFormatter,Pet Type Formatter,cluster-0
PetTypeFormatter,print,cluster-0
