megamek-0___35___18.megamek.MegaMek,returns,megamek-0___35___18.megamek.client.ui.IMegaMekGUI,MegaMek uses IMegaMekGUI [3]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.client.ui.swing.MechView,MegaMek uses MechView [3]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.Entity,MegaMek uses Entity [11]
megamek-0___35___18.megamek.MegaMek,calls,megamek-0___35___18.megamek.common.EquipmentType,MegaMek uses EquipmentType [2]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.GunEmplacement,MegaMek uses GunEmplacement [1]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.Mech,MegaMek uses Mech [1]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.MechFileParser,MegaMek uses MechFileParser [6]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.MechSummary,MegaMek uses MechSummary [24]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.MechSummaryCache,MegaMek uses MechSummaryCache [10]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.Tank,MegaMek uses Tank [1]
megamek-0___35___18.megamek.MegaMek,calls,megamek-0___35___18.megamek.common.TechConstants,MegaMek uses TechConstants [1]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.preference.IClientPreferences,MegaMek uses IClientPreferences [6]
megamek-0___35___18.megamek.MegaMek,calls,megamek-0___35___18.megamek.common.preference.PreferenceManager,MegaMek uses PreferenceManager [3]
megamek-0___35___18.megamek.MegaMek,extends,megamek-0___35___18.megamek.common.util.AbstractCommandLineParser,MegaMek uses AbstractCommandLineParser [44]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.verifier.EntityVerifier,MegaMek uses EntityVerifier [4]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.verifier.TestEntity,MegaMek uses TestEntity [2]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.verifier.TestEntityOption,MegaMek uses TestEntityOption [1]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.verifier.TestMech,MegaMek uses TestMech [2]
megamek-0___35___18.megamek.MegaMek,references,megamek-0___35___18.megamek.common.verifier.TestTank,MegaMek uses TestTank [2]
megamek-0___35___18.megamek.MegaMek,calls,megamek-0___35___18.megamek.server.DedicatedServer,MegaMek uses DedicatedServer [1]
megamek-0___35___18.megamek.client.Client,has param,megamek-0___35___18.megamek.client.CloseClientListener,Client uses CloseClientListener [4]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.TimerSingleton,Client uses TimerSingleton [3]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.bot.BotClient,Client uses BotClient [1]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.AddBotCommand,Client uses AddBotCommand [2]
megamek-0___35___18.megamek.client.Client,returns,megamek-0___35___18.megamek.client.commands.ClientCommand,Client uses ClientCommand [7]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.DeployCommand,Client uses DeployCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.FireCommand,Client uses FireCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.HelpCommand,Client uses HelpCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.MoveCommand,Client uses MoveCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.RulerCommand,Client uses RulerCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.ShowEntityCommand,Client uses ShowEntityCommand [2]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.client.commands.ShowTileCommand,Client uses ShowTileCommand [2]
megamek-0___35___18.megamek.client.Client,implements,megamek-0___35___18.megamek.client.ui.IClientCommandHandler,Client uses IClientCommandHandler [1]
megamek-0___35___18.megamek.client.Client,references,megamek-0___35___18.megamek.common.Board,Client uses Board [1]
megamek-0___35___18.megamek.client.Client,has param,megamek-0___35___18.megamek.common.Coords,Client uses Coords [6]
