class_name,method_name,cluster
Account,get Address1,cluster-6
Account,get Address2,cluster-6
Account,get Banner Name,cluster-6
Account,get City,cluster-6
Account,get Country,cluster-6
Account,get Email,cluster-6
Account,get Favourite Category Id,cluster-6
Account,get First Name,cluster-6
Account,get Language Preference,cluster-6
Account,get Last Name,cluster-6
Account,get Password,cluster-6
Account,get Phone,cluster-6
Account,get State,cluster-6
Account,get Status,cluster-6
Account,get Username,cluster-6
Account,get Zip,cluster-6
Account,is Banner Option,cluster-6
Account,is List Option,cluster-6
Account,set Address1,cluster-6
Account,set Address2,cluster-6
Account,set Banner Name,cluster-6
Account,set Banner Option,cluster-6
Account,set City,cluster-6
Account,set Country,cluster-6
Account,set Email,cluster-6
Account,set Favourite Category Id,cluster-6
Account,set First Name,cluster-6
Account,set Language Preference,cluster-6
Account,set Last Name,cluster-6
Account,set List Option,cluster-6
Account,set Password,cluster-6
Account,set Phone,cluster-6
Account,set State,cluster-6
Account,set Status,cluster-6
Account,set Username,cluster-6
Account,set Zip,cluster-6
Cart,add Item,cluster-7
Cart,contains Item Id,cluster-7
Cart,get All Cart Items,cluster-7
Cart,get Cart Item List,cluster-7
Cart,get Cart Items,cluster-7
Cart,get Number Of Items,cluster-7
Cart,get Sub Total,cluster-7
Cart,increment Quantity By Item Id,cluster-7
Cart,remove Item By Id,cluster-7
Cart,set Quantity By Item Id,cluster-7
CartItem,calculate Total,cluster-9
CartItem,get Item,cluster-9
CartItem,get Quantity,cluster-9
CartItem,get Total,cluster-9
CartItem,increment Quantity,cluster-9
CartItem,is In Stock,cluster-9
CartItem,set In Stock,cluster-9
CartItem,set Item,cluster-9
CartItem,set Quantity,cluster-9
Category,get Category Id,cluster-3
Category,get Description,cluster-3
Category,get Name,cluster-3
Category,set Category Id,cluster-3
Category,set Description,cluster-3
Category,set Name,cluster-3
Category,to String,cluster-3
Item,get Attribute1,cluster-9
Item,get Attribute2,cluster-9
Item,get Attribute3,cluster-9
